crop,soil_type,season,ph_min,ph_max,nitrogen_req,phosphorus_req,potassium_req,rainfall_min_mm,rainfall_max_mm,temp_min_c,temp_max_c,irrigation_type,yield_ton_per_acre,cost_rs_per_acre,price_rs_per_ton,profit_rs_per_acre,risk_score,climate_score
Yam,Sandy,Summer,5.8,7.9,167,42,40,643,887,10,25,Sprinkler,2.38,26675.0,20378.0,21825.0,0.23,0.82
Yam,Sandy,All,5.9,7.2,66,26,138,575,955,12,22,Flood,2.71,26675.0,20378.0,28550.0,0.14,0.68
Yam,Loamy,Kharif,5.4,7.4,147,45,115,646,1179,13,24,Sprinkler,2.4,26675.0,20378.0,22233.0,0.22,0.74
Yam,Loamy,Rabi,5.2,7.8,58,80,94,548,803,16,28,Drip,3.16,26675.0,20378.0,37720.0,0.33,0.74
Yam,Loamy,Summer,5.1,7.6,131,54,45,471,801,10,20,Sprinkler,2.3,26675.0,20378.0,20195.0,0.53,0.76
Yam,Loamy,All,5.2,7.0,115,40,121,706,1559,19,31,Drip,2.25,26675.0,20378.0,19176.0,0.53,0.77
Yam,Clay,Kharif,6.0,7.4,158,55,21,673,1311,21,34,Drip,2.51,26675.0,20378.0,24474.0,0.39,0.91
Yam,Clay,Rabi,5.6,6.7,41,73,25,320,1001,21,39,Rainfed,2.62,26675.0,20378.0,26716.0,0.3,0.88
Yam,Clay,Summer,5.7,6.6,166,50,30,585,1556,10,26,Drip,2.3,26675.0,20378.0,20195.0,0.25,0.83
Yam,Clay,All,5.1,7.2,118,40,110,535,1319,21,31,Flood,2.66,26675.0,20378.0,27531.0,0.17,0.85
Yam,Silty,Kharif,5.2,7.8,158,20,130,621,893,16,31,Rainfed,2.48,26675.0,20378.0,23863.0,0.48,0.84
Yam,Silty,Rabi,5.6,7.4,93,30,99,750,1293,21,31,Sprinkler,3.11,26675.0,20378.0,36701.0,0.16,0.73
Yam,Silty,Summer,5.6,7.0,84,28,91,663,1655,13,25,Sprinkler,2.41,26675.0,20378.0,22437.0,0.16,0.77
Yam,Silty,All,5.9,7.4,93,48,61,480,953,18,34,Sprinkler,2.22,26675.0,20378.0,18565.0,0.29,0.76
Yam,Peaty,Kharif,5.5,7.7,160,88,106,722,1467,14,31,Sprinkler,3.02,26675.0,20378.0,34867.0,0.57,0.88
Yam,Peaty,Rabi,5.9,6.6,157,31,30,500,883,14,25,Rainfed,2.33,26675.0,20378.0,20806.0,0.16,0.65
Yam,Peaty,Summer,5.2,6.8,45,57,73,796,1694,18,30,Flood,2.53,26675.0,20378.0,24882.0,0.32,0.83
Yam,Peaty,All,5.3,6.6,99,86,102,471,1092,19,34,Sprinkler,2.68,26675.0,20378.0,27939.0,0.43,0.79
Onion,Sandy,Kharif,5.9,7.0,106,49,81,490,985,22,32,Drip,3.99,23316.0,33984.0,112282.0,0.33,0.66
Onion,Sandy,Rabi,5.9,7.6,113,43,42,729,1654,21,33,Drip,3.8,23316.0,33984.0,105825.0,0.12,0.71
Onion,Sandy,Summer,5.1,6.9,87,46,91,662,897,20,35,Sprinkler,3.64,23316.0,33984.0,100387.0,0.32,0.94
Onion,Sandy,All,5.5,6.7,46,71,139,555,1541,12,29,Sprinkler,3.66,23316.0,33984.0,101067.0,0.59,0.79
Onion,Loamy,Kharif,5.5,7.5,115,80,134,448,1420,19,31,Flood,3.97,23316.0,33984.0,111602.0,0.16,0.77
Onion,Loamy,Rabi,5.0,7.5,69,59,23,505,1337,13,30,Sprinkler,3.55,23316.0,33984.0,97329.0,0.13,0.82
Onion,Loamy,Summer,5.6,6.8,111,45,22,342,1093,17,28,Flood,3.72,23316.0,33984.0,103106.0,0.26,0.81
Onion,Loamy,All,5.9,7.9,132,70,38,666,1303,15,31,Sprinkler,3.41,23316.0,33984.0,92571.0,0.27,0.71
Onion,Clay,Kharif,5.4,7.3,95,76,114,512,1165,14,26,Flood,4.63,23316.0,33984.0,134032.0,0.31,0.89
Onion,Clay,Rabi,5.6,6.7,117,80,131,568,1111,11,27,Rainfed,3.41,23316.0,33984.0,92571.0,0.42,0.7
Onion,Clay,Summer,5.2,7.2,75,45,43,726,1316,14,32,Flood,3.47,23316.0,33984.0,94610.0,0.51,0.89
Onion,Clay,All,5.3,7.3,158,48,23,705,907,12,26,Sprinkler,5.02,23316.0,33984.0,147286.0,0.52,0.77
Onion,Silty,Kharif,5.7,7.8,146,42,82,764,1668,20,33,Rainfed,3.6,23316.0,33984.0,99028.0,0.24,0.95
Onion,Silty,Rabi,5.1,7.6,163,75,131,432,1275,20,37,Rainfed,4.03,23316.0,33984.0,113641.0,0.47,0.61
Onion,Silty,Summer,5.3,7.4,77,60,79,749,1658,12,27,Drip,3.48,23316.0,33984.0,94950.0,0.28,0.82
Onion,Silty,All,6.0,6.6,114,87,101,779,1057,18,31,Drip,4.69,23316.0,33984.0,136071.0,0.4,0.66
Onion,Peaty,Kharif,5.3,7.0,117,54,107,657,1561,15,26,Sprinkler,4.79,23316.0,33984.0,139469.0,0.11,0.78
Onion,Peaty,Rabi,5.4,7.2,127,40,33,411,769,18,31,Drip,4.74,23316.0,33984.0,137770.0,0.38,0.84
Onion,Peaty,Summer,6.0,7.8,69,73,78,769,1047,11,23,Rainfed,4.21,23316.0,33984.0,119758.0,0.26,0.73
Onion,Peaty,All,5.8,7.8,173,63,42,663,1174,10,21,Drip,3.61,23316.0,33984.0,99368.0,0.45,0.84
Garlic,Sandy,Kharif,5.4,7.6,68,29,22,696,1391,22,38,Rainfed,2.67,34490.0,22072.0,24443.0,0.12,0.83
Garlic,Sandy,Rabi,5.6,7.2,104,25,28,454,1337,10,21,Rainfed,3.55,34490.0,22072.0,43867.0,0.2,0.92
Garlic,Sandy,Summer,5.2,7.0,63,38,128,682,1166,19,34,Sprinkler,2.62,34490.0,22072.0,23340.0,0.35,0.85
Garlic,Sandy,All,5.2,7.4,65,21,87,411,1343,13,27,Drip,3.53,34490.0,22072.0,43426.0,0.37,0.94
Garlic,Loamy,Kharif,5.1,6.8,169,80,66,657,1460,12,29,Rainfed,2.65,34490.0,22072.0,24002.0,0.28,0.73
Garlic,Loamy,Rabi,5.2,6.8,68,60,35,538,850,18,30,Flood,3.36,34490.0,22072.0,39673.0,0.45,0.79
Garlic,Loamy,Summer,5.0,7.0,69,69,56,533,1347,21,35,Flood,2.7,34490.0,22072.0,25105.0,0.3,0.94
Garlic,Loamy,All,5.4,7.8,161,67,42,306,1196,17,28,Flood,2.96,34490.0,22072.0,30844.0,0.43,0.63
Garlic,Clay,Kharif,5.1,7.1,66,41,28,486,889,15,28,Flood,2.58,34490.0,22072.0,22457.0,0.52,0.85
Garlic,Clay,Rabi,5.3,7.6,109,71,65,543,1425,19,35,Flood,3.05,34490.0,22072.0,32831.0,0.17,0.76
Garlic,Clay,Summer,5.1,7.2,99,37,23,350,1305,10,21,Flood,3.25,34490.0,22072.0,37245.0,0.59,0.73
Garlic,Clay,All,5.7,6.7,64,29,104,684,1416,22,39,Flood,2.68,34490.0,22072.0,24664.0,0.43,0.77
Garlic,Silty,Kharif,5.3,7.0,178,89,22,787,1769,10,26,Rainfed,2.9,34490.0,22072.0,29520.0,0.26,0.73
Garlic,Silty,Rabi,5.5,6.5,117,41,82,520,857,14,30,Flood,3.36,34490.0,22072.0,39673.0,0.38,0.77
Garlic,Silty,Summer,5.6,7.3,160,80,91,737,1097,18,28,Flood,2.75,34490.0,22072.0,26209.0,0.4,0.73
Garlic,Silty,All,5.7,7.6,112,61,27,314,1118,10,22,Sprinkler,2.85,34490.0,22072.0,28416.0,0.47,0.61
Garlic,Peaty,Kharif,5.9,7.0,64,74,64,482,1103,15,25,Drip,2.73,34490.0,22072.0,25768.0,0.42,0.81
Garlic,Peaty,Rabi,5.9,6.6,118,34,63,386,606,18,33,Rainfed,2.99,34490.0,22072.0,31506.0,0.53,0.8
Garlic,Peaty,Summer,5.9,6.9,160,22,60,493,1277,16,31,Rainfed,3.41,34490.0,22072.0,40777.0,0.15,0.84
Garlic,Peaty,All,5.3,7.3,126,41,98,453,1025,16,29,Flood,3.2,34490.0,22072.0,36142.0,0.59,0.63
Ginger,Sandy,Kharif,5.3,7.4,97,31,111,732,1524,11,26,Sprinkler,4.76,15159.0,22276.0,90874.0,0.5,0.77
Ginger,Sandy,Rabi,5.2,7.7,117,84,122,453,1096,20,38,Sprinkler,5.06,15159.0,22276.0,97557.0,0.3,0.82
Ginger,Sandy,Summer,5.5,7.6,86,22,100,660,1388,12,29,Drip,6.12,15159.0,22276.0,121169.0,0.51,0.93
Ginger,Sandy,All,5.3,7.5,151,27,86,402,975,17,29,Drip,4.95,15159.0,22276.0,95106.0,0.44,0.71
Ginger,Loamy,Kharif,5.4,7.0,56,46,128,511,984,14,26,Sprinkler,6.18,15159.0,22276.0,122506.0,0.22,0.68
Ginger,Loamy,Rabi,5.1,6.5,119,79,82,586,1232,16,26,Drip,4.97,15159.0,22276.0,95552.0,0.17,0.69
Ginger,Loamy,Summer,5.8,7.5,85,25,112,548,768,10,21,Sprinkler,5.99,15159.0,22276.0,118273.0,0.53,0.92
Ginger,Loamy,All,5.4,7.0,63,70,140,729,1670,12,25,Rainfed,5.91,15159.0,22276.0,116491.0,0.35,0.64
Ginger,Clay,Kharif,5.7,7.4,174,52,83,752,1044,13,24,Sprinkler,5.36,15159.0,22276.0,104239.0,0.39,0.74
Ginger,Clay,Rabi,5.7,6.9,148,47,38,354,733,13,27,Flood,5.54,15159.0,22276.0,108249.0,0.53,0.62
Ginger,Clay,Summer,5.5,7.5,68,60,89,516,1202,20,33,Sprinkler,6.62,15159.0,22276.0,132307.0,0.57,0.73
Ginger,Clay,All,5.7,7.7,45,24,127,678,1556,22,32,Drip,5.18,15159.0,22276.0,100230.0,0.29,0.82
Ginger,Silty,Kharif,5.7,7.9,71,88,130,421,1074,16,26,Flood,6.74,15159.0,22276.0,134980.0,0.56,0.71
Ginger,Silty,Rabi,5.9,7.6,116,46,130,755,1119,17,32,Flood,6.42,15159.0,22276.0,127852.0,0.24,0.63
Ginger,Silty,Summer,5.8,7.2,145,62,111,516,818,12,26,Rainfed,5.41,15159.0,22276.0,105353.0,0.4,0.88
Ginger,Silty,All,5.7,7.2,47,26,102,628,1016,20,37,Drip,4.61,15159.0,22276.0,87532.0,0.2,0.71
Ginger,Peaty,Kharif,5.6,6.7,103,86,111,796,1782,20,32,Flood,6.42,15159.0,22276.0,127852.0,0.26,0.77
Ginger,Peaty,Rabi,5.7,6.9,123,56,45,343,967,15,27,Flood,6.62,15159.0,22276.0,132307.0,0.57,0.91
Ginger,Peaty,Summer,5.2,7.9,98,31,79,401,869,21,33,Rainfed,5.52,15159.0,22276.0,107803.0,0.31,0.69
Ginger,Peaty,All,5.1,7.1,70,21,111,569,1214,22,39,Flood,4.87,15159.0,22276.0,93324.0,0.46,0.67
Turmeric,Sandy,Kharif,5.5,6.7,92,47,125,444,1388,20,33,Flood,5.07,15775.0,49542.0,235402.0,0.5,0.61
Turmeric,Sandy,Rabi,6.0,6.9,155,51,67,598,1498,20,37,Rainfed,4.67,15775.0,49542.0,215585.0,0.17,0.71
Turmeric,Sandy,Summer,5.7,7.5,138,74,114,605,1067,11,22,Rainfed,4.77,15775.0,49542.0,220540.0,0.57,0.76
Turmeric,Sandy,All,5.4,7.4,51,20,52,558,1392,16,30,Flood,6.21,15775.0,49542.0,291880.0,0.17,0.91
Turmeric,Loamy,Kharif,5.0,6.8,83,84,83,776,1323,17,29,Rainfed,5.39,15775.0,49542.0,251256.0,0.37,0.65
Turmeric,Loamy,Rabi,5.1,6.6,72,83,131,798,1285,21,36,Flood,5.31,15775.0,49542.0,247292.0,0.54,0.81
Turmeric,Loamy,Summer,5.8,6.9,120,75,134,384,907,21,38,Drip,5.94,15775.0,49542.0,278504.0,0.56,0.82
Turmeric,Loamy,All,5.4,6.8,53,49,43,318,999,14,26,Flood,5.66,15775.0,49542.0,264632.0,0.6,0.92
Turmeric,Clay,Kharif,5.0,7.0,164,78,83,357,1294,12,23,Sprinkler,4.87,15775.0,49542.0,225494.0,0.53,0.66
Turmeric,Clay,Rabi,5.2,7.3,109,47,94,797,1001,18,30,Flood,6.79,15775.0,49542.0,320614.0,0.22,0.77
Turmeric,Clay,Summer,5.1,7.0,112,35,70,491,1295,11,26,Drip,4.71,15775.0,49542.0,217567.0,0.33,0.85
Turmeric,Clay,All,5.5,7.4,108,20,62,796,1040,20,37,Sprinkler,6.85,15775.0,49542.0,323587.0,0.6,0.92
Turmeric,Silty,Kharif,5.8,6.7,52,56,61,708,964,21,32,Flood,4.86,15775.0,49542.0,224998.0,0.23,0.68
Turmeric,Silty,Rabi,5.8,7.1,45,46,40,498,1496,16,30,Drip,4.93,15775.0,49542.0,228466.0,0.35,0.75
Turmeric,Silty,Summer,5.8,7.0,73,65,105,349,925,18,31,Flood,5.68,15775.0,49542.0,265623.0,0.29,0.69
Turmeric,Silty,All,5.6,6.6,148,67,98,395,1039,20,36,Rainfed,4.74,15775.0,49542.0,219053.0,0.27,0.76
Turmeric,Peaty,Kharif,5.2,7.5,79,83,87,622,1484,18,29,Sprinkler,5.74,15775.0,49542.0,268595.0,0.14,0.88
Turmeric,Peaty,Rabi,5.3,8.0,116,51,86,518,1020,19,29,Rainfed,6.78,15775.0,49542.0,320119.0,0.36,0.78
Turmeric,Peaty,Summer,5.4,7.2,104,65,52,599,882,22,40,Rainfed,4.91,15775.0,49542.0,227476.0,0.43,0.66
Turmeric,Peaty,All,5.2,7.1,61,73,132,660,1164,15,32,Flood,6.1,15775.0,49542.0,286430.0,0.23,0.94
Tomato,Sandy,Kharif,5.7,7.4,67,75,88,309,514,16,27,Rainfed,5.09,12997.0,20985.0,93817.0,0.34,0.84
Tomato,Sandy,Rabi,5.9,7.9,164,58,99,716,1547,15,31,Sprinkler,4.89,12997.0,20985.0,89620.0,0.17,0.67
Tomato,Sandy,Summer,5.8,7.5,88,23,46,546,1410,12,25,Flood,6.66,12997.0,20985.0,126764.0,0.53,0.79
Tomato,Sandy,All,5.1,7.7,77,80,74,311,630,12,24,Flood,6.94,12997.0,20985.0,132640.0,0.34,0.9
Tomato,Loamy,Kharif,5.6,6.8,140,26,62,304,609,20,36,Flood,6.67,12997.0,20985.0,126974.0,0.47,0.81
Tomato,Loamy,Rabi,5.6,6.9,164,71,82,562,1367,21,38,Drip,6.36,12997.0,20985.0,120469.0,0.36,0.75
Tomato,Loamy,Summer,5.3,6.6,146,80,34,553,1390,20,35,Flood,6.32,12997.0,20985.0,119629.0,0.11,0.7
Tomato,Loamy,All,5.2,7.0,99,84,48,600,1501,15,32,Drip,6.75,12997.0,20985.0,128653.0,0.46,0.74
Tomato,Clay,Kharif,5.4,7.9,132,80,122,797,1162,19,32,Sprinkler,6.3,12997.0,20985.0,119209.0,0.14,0.77
Tomato,Clay,Rabi,5.2,6.7,165,32,121,512,1217,14,27,Drip,5.99,12997.0,20985.0,112704.0,0.6,0.73
Tomato,Clay,Summer,5.3,7.5,84,84,24,713,978,15,31,Rainfed,6.13,12997.0,20985.0,115642.0,0.16,0.68
Tomato,Clay,All,5.3,7.0,130,25,118,749,1519,14,26,Rainfed,6.34,12997.0,20985.0,120049.0,0.56,0.75
Tomato,Silty,Kharif,5.5,7.8,68,33,120,612,1436,22,33,Rainfed,5.87,12997.0,20985.0,110186.0,0.18,0.64
Tomato,Silty,Rabi,5.2,7.0,114,76,117,559,1269,21,32,Drip,6.2,12997.0,20985.0,117111.0,0.27,0.65
Tomato,Silty,Summer,5.8,7.2,146,20,51,727,1412,15,29,Drip,4.89,12997.0,20985.0,89620.0,0.29,0.86
Tomato,Silty,All,5.4,7.5,78,87,73,703,1136,12,28,Flood,6.84,12997.0,20985.0,130541.0,0.55,0.93
Tomato,Peaty,Kharif,5.5,7.5,47,76,38,694,904,21,39,Rainfed,4.88,12997.0,20985.0,89410.0,0.26,0.94
Tomato,Peaty,Rabi,5.2,6.6,49,39,135,594,853,20,38,Sprinkler,5.67,12997.0,20985.0,105989.0,0.54,0.85
Tomato,Peaty,Summer,5.9,7.6,120,64,21,723,1209,18,30,Flood,5.73,12997.0,20985.0,107248.0,0.2,0.79
Tomato,Peaty,All,5.8,7.5,128,71,119,401,909,11,21,Sprinkler,5.6,12997.0,20985.0,104520.0,0.46,0.91
Brinjal,Sandy,Kharif,5.5,7.0,127,40,22,314,1066,19,33,Drip,4.65,13771.0,37958.0,162734.0,0.25,0.75
Brinjal,Sandy,Rabi,5.5,7.6,135,53,100,559,1121,11,21,Rainfed,4.02,13771.0,37958.0,138820.0,0.39,0.6
Brinjal,Sandy,Summer,5.3,6.9,176,49,64,453,944,20,32,Flood,4.13,13771.0,37958.0,142995.0,0.22,0.71
Brinjal,Sandy,All,5.6,7.7,132,78,32,375,1303,16,32,Rainfed,3.43,13771.0,37958.0,116425.0,0.31,0.65
Brinjal,Loamy,Kharif,5.2,6.6,174,71,95,586,1317,22,38,Sprinkler,4.24,13771.0,37958.0,147171.0,0.42,0.95
Brinjal,Loamy,Rabi,5.7,7.9,146,40,38,558,888,17,34,Drip,4.87,13771.0,37958.0,171084.0,0.36,0.79
Brinjal,Loamy,Summer,5.7,7.2,48,40,140,586,1164,11,27,Rainfed,3.48,13771.0,37958.0,118323.0,0.39,0.61
Brinjal,Loamy,All,5.2,7.1,135,58,57,548,776,22,34,Drip,4.57,13771.0,37958.0,159697.0,0.31,0.93
Brinjal,Clay,Kharif,5.3,6.9,86,82,20,362,1122,15,26,Rainfed,3.97,13771.0,37958.0,136922.0,0.39,0.8
Brinjal,Clay,Rabi,5.9,7.7,161,36,117,370,1086,20,37,Flood,4.38,13771.0,37958.0,152485.0,0.17,0.85
Brinjal,Clay,Summer,5.1,7.4,144,69,49,760,1364,15,33,Rainfed,4.85,13771.0,37958.0,170325.0,0.55,0.86
Brinjal,Clay,All,5.6,7.8,46,59,91,630,956,20,38,Rainfed,3.6,13771.0,37958.0,122878.0,0.41,0.8
Brinjal,Silty,Kharif,5.1,7.4,88,80,84,759,978,11,29,Drip,4.86,13771.0,37958.0,170705.0,0.24,0.67
Brinjal,Silty,Rabi,5.8,7.8,153,30,123,573,1394,15,31,Rainfed,4.09,13771.0,37958.0,141477.0,0.57,0.72
Brinjal,Silty,Summer,5.2,6.5,175,60,68,431,724,11,22,Drip,3.75,13771.0,37958.0,128571.0,0.19,0.87
Brinjal,Silty,All,5.2,7.9,83,27,98,792,1325,12,22,Rainfed,3.77,13771.0,37958.0,129331.0,0.15,0.65
Brinjal,Peaty,Kharif,5.9,6.9,70,26,45,422,1392,19,32,Flood,4.12,13771.0,37958.0,142616.0,0.35,0.93
Brinjal,Peaty,Rabi,5.3,7.0,144,28,81,314,931,20,33,Rainfed,3.72,13771.0,37958.0,127433.0,0.58,0.84
Brinjal,Peaty,Summer,5.2,7.3,72,58,92,508,1164,11,29,Drip,4.57,13771.0,37958.0,159697.0,0.17,0.79
Brinjal,Peaty,All,5.2,6.9,148,77,25,300,975,19,33,Drip,3.28,13771.0,37958.0,110731.0,0.57,0.77
Capsicum,Sandy,Kharif,5.4,7.4,170,56,25,382,1338,18,29,Sprinkler,3.75,18264.0,52295.0,177844.0,0.45,0.89
Capsicum,Sandy,Rabi,5.7,8.0,150,46,98,558,1083,20,35,Sprinkler,5.35,18264.0,52295.0,261516.0,0.45,0.7
Capsicum,Sandy,Summer,5.7,7.0,93,78,96,468,684,21,33,Rainfed,4.68,18264.0,52295.0,226478.0,0.1,0.6
Capsicum,Sandy,All,5.2,7.3,165,70,88,341,1205,20,31,Rainfed,5.19,18264.0,52295.0,253149.0,0.51,0.76
Capsicum,Loamy,Kharif,5.1,8.0,136,65,69,390,1376,22,32,Rainfed,4.42,18264.0,52295.0,212882.0,0.57,0.76
Capsicum,Loamy,Rabi,5.2,6.5,111,65,44,346,1174,20,34,Drip,4.01,18264.0,52295.0,191440.0,0.35,0.73
Capsicum,Loamy,Summer,5.3,7.9,93,20,45,720,1573,16,27,Sprinkler,4.61,18264.0,52295.0,222818.0,0.35,0.79
Capsicum,Loamy,All,5.7,7.3,84,28,95,365,1328,11,23,Sprinkler,5.27,18264.0,52295.0,257333.0,0.53,0.91
Capsicum,Clay,Kharif,5.7,6.9,45,88,98,429,1326,18,35,Rainfed,5.28,18264.0,52295.0,257856.0,0.42,0.93
Capsicum,Clay,Rabi,5.1,7.9,150,72,55,362,1258,18,35,Flood,4.24,18264.0,52295.0,203468.0,0.48,0.91
Capsicum,Clay,Summer,5.2,6.9,147,88,77,461,666,16,29,Sprinkler,3.74,18264.0,52295.0,177321.0,0.39,0.61
Capsicum,Clay,All,5.7,8.0,148,29,137,427,828,12,27,Sprinkler,3.7,18264.0,52295.0,175229.0,0.41,0.61
Capsicum,Silty,Kharif,5.4,6.5,125,52,51,355,1039,13,28,Rainfed,5.07,18264.0,52295.0,246874.0,0.36,0.68
Capsicum,Silty,Rabi,5.1,7.4,152,32,100,528,1320,11,22,Rainfed,5.24,18264.0,52295.0,255764.0,0.29,0.91
Capsicum,Silty,Summer,5.7,7.7,55,76,27,454,1279,20,36,Rainfed,3.77,18264.0,52295.0,178890.0,0.13,0.62
Capsicum,Silty,All,5.8,7.1,145,49,130,606,1481,19,29,Flood,4.28,18264.0,52295.0,205560.0,0.5,0.91
Capsicum,Peaty,Kharif,5.6,7.0,46,78,86,468,1269,13,24,Rainfed,3.61,18264.0,52295.0,170522.0,0.46,0.81
Capsicum,Peaty,Rabi,5.8,7.9,72,85,52,481,1112,17,34,Drip,4.03,18264.0,52295.0,192486.0,0.5,0.62
Capsicum,Peaty,Summer,5.3,7.2,131,59,94,753,1507,22,34,Drip,4.43,18264.0,52295.0,213405.0,0.4,0.7
Capsicum,Peaty,All,6.0,7.3,77,27,50,559,1331,10,26,Sprinkler,3.94,18264.0,52295.0,187780.0,0.2,0.92
Chili,Sandy,Kharif,5.7,8.0,124,62,98,453,1081,15,27,Rainfed,5.33,26032.0,28394.0,125310.0,0.49,0.61
Chili,Sandy,Rabi,5.2,6.5,97,49,79,619,1037,13,30,Sprinkler,6.09,26032.0,28394.0,146890.0,0.29,0.74
Chili,Sandy,Summer,5.8,6.5,42,29,65,315,1083,11,23,Sprinkler,5.3,26032.0,28394.0,124459.0,0.42,0.92
Chili,Sandy,All,5.4,8.0,90,45,56,389,813,14,26,Sprinkler,6.18,26032.0,28394.0,149446.0,0.22,0.67
Chili,Loamy,Kharif,5.2,6.9,65,22,126,646,986,16,27,Sprinkler,6.37,26032.0,28394.0,154841.0,0.25,0.68
Chili,Loamy,Rabi,5.8,7.5,174,75,132,664,930,11,23,Drip,6.07,26032.0,28394.0,146322.0,0.2,0.73
Chili,Loamy,Summer,5.4,7.4,102,25,117,615,1416,13,31,Sprinkler,6.05,26032.0,28394.0,145754.0,0.26,0.62
Chili,Loamy,All,5.8,7.8,170,82,46,672,955,22,39,Rainfed,4.7,26032.0,28394.0,107422.0,0.29,0.91
Chili,Clay,Kharif,5.8,7.1,172,79,42,464,1393,15,33,Flood,5.89,26032.0,28394.0,141211.0,0.35,0.69
Chili,Clay,Rabi,5.4,7.9,49,46,48,758,1165,17,30,Flood,4.82,26032.0,28394.0,110829.0,0.31,0.73
Chili,Clay,Summer,5.2,7.8,105,90,30,368,1337,11,25,Flood,5.47,26032.0,28394.0,129286.0,0.22,0.61
Chili,Clay,All,5.5,7.0,155,79,75,509,1085,22,39,Sprinkler,4.93,26032.0,28394.0,113953.0,0.11,0.75
Chili,Silty,Kharif,5.3,6.6,61,57,127,556,1281,18,29,Sprinkler,6.35,26032.0,28394.0,154273.0,0.15,0.62
Chili,Silty,Rabi,5.0,6.8,90,62,52,454,1417,22,36,Drip,5.87,26032.0,28394.0,140643.0,0.6,0.95
Chili,Silty,Summer,5.8,7.6,106,21,118,453,941,15,31,Flood,6.12,26032.0,28394.0,147742.0,0.48,0.6
Chili,Silty,All,5.7,8.0,78,70,49,416,1356,21,34,Flood,4.85,26032.0,28394.0,111681.0,0.39,0.79
Chili,Peaty,Kharif,5.5,7.7,127,30,60,733,1125,16,32,Drip,5.29,26032.0,28394.0,124175.0,0.53,0.61
Chili,Peaty,Rabi,5.1,7.8,118,21,83,714,1588,15,30,Drip,5.25,26032.0,28394.0,123039.0,0.44,0.74
Chili,Peaty,Summer,5.8,7.3,123,22,92,702,934,12,24,Sprinkler,5.57,26032.0,28394.0,132125.0,0.5,0.92
Chili,Peaty,All,5.6,7.1,137,46,70,332,1079,16,29,Flood,4.58,26032.0,28394.0,104015.0,0.38,0.76
Cabbage,Sandy,Kharif,5.6,6.5,165,23,43,401,672,16,30,Drip,5.34,10816.0,16476.0,77163.0,0.43,0.62
Cabbage,Sandy,Rabi,5.1,7.3,83,61,130,765,1385,16,28,Rainfed,5.09,10816.0,16476.0,73044.0,0.31,0.86
Cabbage,Sandy,Summer,5.4,7.9,92,36,131,405,922,16,33,Drip,6.22,10816.0,16476.0,91662.0,0.57,0.81
Cabbage,Sandy,All,5.5,7.5,110,45,20,373,1029,11,27,Drip,6.04,10816.0,16476.0,88696.0,0.56,0.91
Cabbage,Loamy,Kharif,5.5,7.4,63,56,102,751,1418,15,29,Flood,6.24,10816.0,16476.0,91991.0,0.5,0.66
Cabbage,Loamy,Rabi,5.2,7.8,150,78,69,766,1640,12,23,Flood,6.45,10816.0,16476.0,95451.0,0.12,0.91
Cabbage,Loamy,Summer,5.2,7.8,177,57,105,769,1037,21,34,Flood,5.76,10816.0,16476.0,84083.0,0.48,0.64
Cabbage,Loamy,All,5.4,7.6,169,61,72,530,898,14,27,Rainfed,5.88,10816.0,16476.0,86060.0,0.14,0.84
Cabbage,Clay,Kharif,5.7,7.1,142,44,70,319,529,14,25,Drip,5.56,10816.0,16476.0,80788.0,0.47,0.77
Cabbage,Clay,Rabi,5.1,7.3,102,76,37,541,1026,12,24,Rainfed,6.23,10816.0,16476.0,91826.0,0.19,0.64
Cabbage,Clay,Summer,5.7,6.8,42,54,39,525,1091,12,25,Rainfed,6.91,10816.0,16476.0,103030.0,0.37,0.75
Cabbage,Clay,All,5.0,7.5,173,33,69,653,1168,17,27,Rainfed,4.9,10816.0,16476.0,69914.0,0.29,0.67
Cabbage,Silty,Kharif,5.2,7.9,91,31,22,515,743,10,25,Drip,6.4,10816.0,16476.0,94627.0,0.13,0.94
Cabbage,Silty,Rabi,5.1,7.8,82,41,25,512,1236,11,26,Sprinkler,6.12,10816.0,16476.0,90014.0,0.19,0.67
Cabbage,Silty,Summer,5.5,7.9,70,49,47,354,919,15,27,Rainfed,5.74,10816.0,16476.0,83753.0,0.26,0.74
Cabbage,Silty,All,5.5,6.6,111,67,25,334,757,16,30,Flood,7.13,10816.0,16476.0,106655.0,0.15,0.79
Cabbage,Peaty,Kharif,6.0,7.8,83,52,32,607,1139,20,36,Drip,5.57,10816.0,16476.0,80953.0,0.42,0.91
Cabbage,Peaty,Rabi,5.3,7.8,163,28,62,309,1132,19,36,Flood,6.0,10816.0,16476.0,88037.0,0.47,0.78
Cabbage,Peaty,Summer,5.7,6.5,45,35,59,421,1376,16,29,Rainfed,4.92,10816.0,16476.0,70243.0,0.29,0.7
Cabbage,Peaty,All,5.2,6.8,49,50,138,671,1483,17,32,Drip,5.44,10816.0,16476.0,78811.0,0.42,0.87
Cauliflower,Sandy,Kharif,5.3,6.5,124,63,51,405,1157,10,23,Drip,4.28,25497.0,58923.0,226694.0,0.29,0.71
Cauliflower,Sandy,Rabi,5.4,6.5,165,28,44,326,1175,12,25,Drip,3.43,25497.0,58923.0,176609.0,0.4,0.89
Cauliflower,Sandy,Summer,5.9,6.9,60,74,112,539,1057,12,25,Drip,3.98,25497.0,58923.0,209017.0,0.4,0.71
